Record_Date,Security_Type_Description,Security_Class_Description,Debt_Held_by_the_PublicM,Intragovernmental_HoldingsM,Total_Public_Debt_OutstandingM,Source_Line_Number,Fiscal_Year,Fiscal_Quarter_Number,Calendar_Year,Calendar_Quarter_Number,Calendar_Month_Number,Calendar_Day_Number
30/04/2012,Total Marketable,_,10379016.03,21060.68048,10400076.51,6,2012,3,2012,2,4,30
30/04/2012,Nonmarketable,Domestic Series,29995.18,0,29995.18,7,2012,3,2012,2,4,30
30/04/2012,Nonmarketable,Foreign Series,3385.64859,0,3385.64859,8,2012,3,2012,2,4,30
30/04/2012,Nonmarketable,State and Local Government Series,159742.0841,0,159742.0841,9,2012,3,2012,2,4,30
30/04/2012,Nonmarketable,United States Savings Securities,184913.3509,0,184913.3509,10,2012,3,2012,2,4,30
30/04/2012,Nonmarketable,Government Account Series,157707.2141,4754743.157,4912450.371,11,2012,3,2012,2,4,30
30/04/2012,Nonmarketable,Hope Bonds,0,493.3320914,493.3320914,12,2012,3,2012,2,4,30
30/04/2012,Nonmarketable,Other,1311.406651,0,1311.406651,13,2012,3,2012,2,4,30
30/04/2012,Total Nonmarketable,_,537054.8843,4755236.489,5292291.373,14,2012,3,2012,2,4,30
30/04/2012,Total Public Debt Outstanding,_,10916070.92,4776297.169,15692367.89,15,2012,3,2012,2,4,30
31/03/2012,Marketable,Bills,1672606.674,1828.679,1674435.353,1,2012,2,2012,1,3,31
31/03/2012,Marketable,Notes,6770349.439,6134.8108,6776484.25,2,2012,2,2012,1,3,31
31/03/2012,Marketable,Bonds,1105889.781,3998.2557,1109888.036,3,2012,2,2012,1,3,31
31/03/2012,Marketable,Treasury Inflation-Protected Securities,768781.8441,254.6011407,769036.4453,4,2012,2,2012,1,3,31
31/03/2012,Marketable,Federal Financing Bank,0,8441.48,8441.48,5,2012,2,2012,1,3,31
31/03/2012,Total Marketable,_,10317627.74,20657.82664,10338285.56,6,2012,2,2012,1,3,31
31/03/2012,Nonmarketable,Domestic Series,29995.18,0,29995.18,7,2012,2,2012,1,3,31
31/03/2012,Nonmarketable,Foreign Series,3585.64859,0,3585.64859,8,2012,2,2012,1,3,31
31/03/2012,Nonmarketable,State and Local Government Series,152780.7305,0,152780.7305,9,2012,2,2012,1,3,31
31/03/2012,Nonmarketable,United States Savings Securities,184839.6366,0,184839.6366,10,2012,2,2012,1,3,31
31/03/2012,Nonmarketable,Government Account Series,156666.6318,4714103.014,4870769.646,11,2012,2,2012,1,3,31
31/03/2012,Nonmarketable,Hope Bonds,0,493.2931686,493.2931686,12,2012,2,2012,1,3,31
31/03/2012,Nonmarketable,Other,1329.075069,0,1329.075069,13,2012,2,2012,1,3,31
31/03/2012,Total Nonmarketable,_,529196.9025,4714596.308,5243793.21,14,2012,2,2012,1,3,31
31/03/2012,Total Public Debt Outstanding,_,10846824.64,4735254.134,15582078.77,15,2012,2,2012,1,3,31
29/02/2012,Marketable,Bills,1608737.604,1678.514,1610416.118,1,2012,2,2012,1,2,29
29/02/2012,Marketable,Notes,6748203.298,6211.6804,6754414.978,2,2012,2,2012,1,2,29
29/02/2012,Marketable,Bonds,1091968.031,4017.3472,1095985.378,3,2012,2,2012,1,2,29
29/02/2012,Marketable,Treasury Inflation-Protected Securities,752828.3041,211.0914798,753039.3956,4,2012,2,2012,1,2,29
29/02/2012,Marketable,Federal Financing Bank,0,8441.48,8441.48,5,2012,2,2012,1,2,29
29/02/2012,Total Marketable,_,10201737.24,20560.11308,10222297.35,6,2012,2,2012,1,2,29
29/02/2012,Nonmarketable,Domestic Series,29995.18,0,29995.18,7,2012,2,2012,1,2,29
29/02/2012,Nonmarketable,Foreign Series,3785.64859,0,3785.64859,8,2012,2,2012,1,2,29
29/02/2012,Nonmarketable,State and Local Government Series,143880.0926,0,143880.0926,9,2012,2,2012,1,2,29
29/02/2012,Nonmarketable,United States Savings Securities,185033.0438,0,185033.0438,10,2012,2,2012,1,2,29
29/02/2012,Nonmarketable,Government Account Series,157237.0888,4744841.591,4902078.68,11,2012,2,2012,1,2,29
29/02/2012,Nonmarketable,Hope Bonds,0,493.2931686,493.2931686,12,2012,2,2012,1,2,29
29/02/2012,Nonmarketable,Other,1328.057464,0,1328.057464,13,2012,2,2012,1,2,29
29/02/2012,Total Nonmarketable,_,521259.1112,4745334.884,5266593.996,14,2012,2,2012,1,2,29
29/02/2012,Total Public Debt Outstanding,_,10722996.35,4765894.997,15488891.34,15,2012,2,2012,1,2,29
31/01/2012,Marketable,Bills,1524148.707,1296.985,1525445.692,1,2012,2,2012,1,1,31
31/01/2012,Marketable,Notes,6705363.627,5952.6384,6711316.265,2,2012,2,2012,1,1,31
31/01/2012,Marketable,Bonds,1073882.796,4151.794,1078034.59,3,2012,2,2012,1,1,31
31/01/2012,Marketable,Treasury Inflation-Protected Securities,745457.3259,214.2052951,745671.5312,4,2012,2,2012,1,1,31
31/01/2012,Marketable,Federal Financing Bank,0,8441.48,8441.48,5,2012,2,2012,1,1,31
31/01/2012,Total Marketable,_,10048852.46,20057.1027,10068909.56,6,2012,2,2012,1,1,31
31/01/2012,Nonmarketable,Domestic Series,29995.18,0,29995.18,7,2012,2,2012,1,1,31
31/01/2012,Nonmarketable,Foreign Series,3785.64859,0,3785.64859,8,2012,2,2012,1,1,31
31/01/2012,Nonmarketable,State and Local Government Series,144400.5555,0,144400.5555,9,2012,2,2012,1,1,31
31/01/2012,Nonmarketable,United States Savings Securities,185198.7609,0,185198.7609,10,2012,2,2012,1,1,31
31/01/2012,Nonmarketable,Government Account Series,158824.282,4763215.71,4922039.992,11,2012,2,2012,1,1,31
31/01/2012,Nonmarketable,Hope Bonds,0,493.2931686,493.2931686,12,2012,2,2012,1,1,31
31/01/2012,Nonmarketable,Other,1317.505478,0,1317.505478,13,2012,2,2012,1,1,31
31/01/2012,Total Nonmarketable,_,523521.9325,4763709.003,5287230.936,14,2012,2,2012,1,1,31
31/01/2012,Total Public Debt Outstanding,_,10572374.39,4783766.106,15356140.49,15,2012,2,2012,1,1,31
31/12/2011,Marketable,Bills,1519461.709,1055.55,1520517.259,1,2012,1,2011,4,12,31
31/12/2011,Marketable,Notes,6598893.727,6162.0398,6605055.767,2,2012,1,2011,4,12,31
31/12/2011,Marketable,Bonds,1060111.244,4001.084,1064112.328,3,2012,1,2011,4,12,31
31/12/2011,Marketable,Treasury Inflation-Protected Securities,738531.9396,223.4884465,738755.428,4,2012,1,2011,4,12,31
31/12/2011,Marketable,Federal Financing Bank,0,8441.48,8441.48,5,2012,1,2011,4,12,31
31/12/2011,Total Marketable,_,9916998.62,19883.64225,9936882.262,6,2012,1,2011,4,12,31
31/12/2011,Nonmarketable,Domestic Series,29995.18,0,29995.18,7,2012,1,2011,4,12,31
31/12/2011,Nonmarketable,Foreign Series,2985.64859,0,2985.64859,8,2012,1,2011,4,12,31
31/12/2011,Nonmarketable,State and Local Government Series,152058.1201,0,152058.1201,9,2012,1,2011,4,12,31
31/12/2011,Nonmarketable,United States Savings Securities,185278.235,0,185278.235,10,2012,1,2011,4,12,31
31/12/2011,Nonmarketable,Government Account Series,159019.0276,4754900.284,4913919.312,11,2012,1,2011,4,12,31
31/12/2011,Nonmarketable,Hope Bonds,0,493.2670592,493.2670592,12,2012,1,2011,4,12,31
31/12/2011,Nonmarketable,Other,1328.156628,0,1328.156628,13,2012,1,2011,4,12,31
31/12/2011,Total Nonmarketable,_,530664.3679,4755393.551,5286057.919,14,2012,1,2011,4,12,31
31/12/2011,Total Public Debt Outstanding,_,10447662.99,4775277.194,15222940.18,15,2012,1,2011,4,12,31
30/11/2011,Marketable,Bills,1511028.337,1449.635,1512477.972,1,2012,1,2011,4,11,30
30/11/2011,Marketable,Notes,6573057.286,5900.5298,6578957.816,2,2012,1,2011,4,11,30
30/11/2011,Marketable,Bonds,1046715.064,3921.6914,1050636.755,3,2012,1,2011,4,11,30
30/11/2011,Marketable,Treasury Inflation-Protected Securities,727578.8848,223.4976485,727802.3824,4,2012,1,2011,4,11,30
30/11/2011,Marketable,Federal Financing Bank,0,8441.48,8441.48,5,2012,1,2011,4,11,30
30/11/2011,Total Marketable,_,9858379.571,19936.83385,9878316.405,6,2012,1,2011,4,11,30
30/11/2011,Nonmarketable,Domestic Series,29995.18,0,29995.18,7,2012,1,2011,4,11,30
30/11/2011,Nonmarketable,Foreign Series,2985.64859,0,2985.64859,8,2012,1,2011,4,11,30
30/11/2011,Nonmarketable,State and Local Government Series,154665.3497,0,154665.3497,9,2012,1,2011,4,11,30
30/11/2011,Nonmarketable,United States Savings Securities,185492.8512,0,185492.8512,10,2012,1,2011,4,11,30
30/11/2011,Nonmarketable,Government Account Series,157104.0379,4700110.667,4857214.705,11,2012,1,2011,4,11,30
30/11/2011,Nonmarketable,Hope Bonds,0,493.2670592,493.2670592,12,2012,1,2011,4,11,30
30/11/2011,Nonmarketable,Other,1335.142439,0,1335.142439,13,2012,1,2011,4,11,30
30/11/2011,Total Nonmarketable,_,531578.2098,4700603.934,5232182.144,14,2012,1,2011,4,11,30
30/11/2011,Total Public Debt Outstanding,_,10389957.78,4720540.768,15110498.55,15,2012,1,2011,4,11,30
31/10/2011,Marketable,Bills,1480661.712,1841.105,1482502.817,1,2012,1,2011,4,10,31
31/10/2011,Marketable,Notes,6501318.932,5673.2508,6506992.183,2,2012,1,2011,4,10,31
31/10/2011,Marketable,Bonds,1029426.376,3986.2704,1033412.646,3,2012,1,2011,4,10,31
31/10/2011,Marketable,Treasury Inflation-Protected Securities,714931.9353,250.9783583,715182.9137,4,2012,1,2011,4,10,31
31/10/2011,Marketable,Federal Financing Bank,0,8441.48,8441.48,5,2012,1,2011,4,10,31
31/10/2011,Total Marketable,_,9726338.954,20193.08456,9746532.039,6,2012,1,2011,4,10,31
31/10/2011,Nonmarketable,Domestic Series,29995.18,0,29995.18,7,2012,1,2011,4,10,31
31/10/2011,Nonmarketable,Foreign Series,2985.64859,0,2985.64859,8,2012,1,2011,4,10,31
31/10/2011,Nonmarketable,State and Local Government Series,154479.7324,0,154479.7324,9,2012,1,2011,4,10,31
31/10/2011,Nonmarketable,United States Savings Securities,185621.6035,0,185621.6035,10,2012,1,2011,4,10,31
31/10/2011,Nonmarketable,Government Account Series,155187.6367,4717007.261,4872194.898,11,2012,1,2011,4,10,31
31/10/2011,Nonmarketable,Hope Bonds,0,493.2670592,493.2670592,12,2012,1,2011,4,10,31
31/10/2011,Nonmarketable,Other,1406.676752,0,1406.676752,13,2012,1,2011,4,10,31
31/10/2011,Total Nonmarketable,_,529676.478,4717499.528,5247177.006,14,2012,1,2011,4,10,31
31/10/2011,Total Public Debt Outstanding,_,10256015.43,4737693.613,14993709.05,15,2012,1,2011,4,10,31
30/09/2011,Marketable,Bills,1475557.167,1948.099,1477505.266,1,2011,4,2011,3,9,30
30/09/2011,Marketable,Notes,6406983.274,5510.2008,6412493.475,2,2011,4,2011,3,9,30
30/09/2011,Marketable,Bonds,1016407.347,4005.5074,1020412.854,3,2011,4,2011,3,9,30
30/09/2011,Marketable,Treasury Inflation-Protected Securities,705352.1129,340.4884723,705692.6014,4,2011,4,2011,3,9,30
30/09/2011,Marketable,Federal Financing Bank,0,8441.48,8441.48,5,2011,4,2011,3,9,30
30/09/2011,Total Marketable,_,9604299.901,20245.77567,9624545.676,6,2011,4,2011,3,9,30
30/09/2011,Nonmarketable,Domestic Series,29995.18,0,29995.18,7,2011,4,2011,3,9,30
30/09/2011,Nonmarketable,Foreign Series,2985.64859,0,2985.64859,8,2011,4,2011,3,9,30
30/09/2011,Nonmarketable,State and Local Government Series,151831.4237,0,151831.4237,9,2011,4,2011,3,9,30
30/09/2011,Nonmarketable,United States Savings Securities,185187.2286,0,185187.2286,10,2011,4,2011,3,9,30
30/09/2011,Nonmarketable,Government Account Series,151345.5012,4642570.258,4793915.759,11,2011,4,2011,3,9,30
30/09/2011,Nonmarketable,Hope Bonds,0,493.2543562,493.2543562,12,2011,4,2011,3,9,30
30/09/2011,Nonmarketable,Other,1386.269953,0,1386.269953,13,2011,4,2011,3,9,30
30/09/2011,Total Nonmarketable,_,522731.252,4643062.513,5165794.765,14,2011,4,2011,3,9,30
30/09/2011,Total Public Debt Outstanding,_,10127031.15,4663309.288,14790340.44,15,2011,4,2011,3,9,30
31/08/2011,Marketable,Bills,1491238.824,2271.16,1493509.984,1,2011,4,2011,3,8,31
31/08/2011,Marketable,Notes,6313529.098,5144.8848,6318673.983,2,2011,4,2011,3,8,31
31/08/2011,Marketable,Bonds,1003416.81,3997.0854,1007413.895,3,2011,4,2011,3,8,31
31/08/2011,Marketable,Treasury Inflation-Protected Securities,693463.9118,302.1606227,693766.0725,4,2011,4,2011,3,8,31
31/08/2011,Marketable,Federal Financing Bank,0,8441.48,8441.48,5,2011,4,2011,3,8,31
31/08/2011,Total Marketable,_,9501648.644,20156.77082,9521805.415,6,2011,4,2011,3,8,31
31/08/2011,Nonmarketable,Domestic Series,29995.18,0,29995.18,7,2011,4,2011,3,8,31
31/08/2011,Nonmarketable,Foreign Series,2985.64859,0,2985.64859,8,2011,4,2011,3,8,31
31/08/2011,Nonmarketable,State and Local Government Series,150917.8002,0,150917.8002,9,2011,4,2011,3,8,31
31/08/2011,Nonmarketable,United States Savings Securities,185368.4598,0,185368.4598,10,2011,4,2011,3,8,31
31/08/2011,Nonmarketable,Government Account Series,151903.2954,4639389.544,4791291.839,11,2011,4,2011,3,8,31
31/08/2011,Nonmarketable,Hope Bonds,0,493.2543562,493.2543562,12,2011,4,2011,3,8,31
31/08/2011,Nonmarketable,Other,1435.077058,0,1435.077058,13,2011,4,2011,3,8,31
31/08/2011,Total Nonmarketable,_,522605.461,4639882.798,5162488.259,14,2011,4,2011,3,8,31
31/08/2011,Total Public Debt Outstanding,_,10024253.1,4660039.569,14684292.67,15,2011,4,2011,3,8,31
31/07/2011,Marketable,Bills,1490448.524,2048.266,1492496.79,1,2011,4,2011,3,7,31
31/07/2011,Marketable,Notes,6199125.045,5138.461,6204263.506,2,2011,4,2011,3,7,31
31/07/2011,Marketable,Bonds,986819.312,4104.8344,990924.1464,3,2011,4,2011,3,7,31
31/07/2011,Marketable,Treasury Inflation-Protected Securities,681175.5605,328.915925,681504.4764,4,2011,4,2011,3,7,31
31/07/2011,Marketable,Federal Financing Bank,0,8441.48,8441.48,5,2011,4,2011,3,7,31
31/07/2011,Total Marketable,_,9357568.441,20061.95733,9377630.398,6,2011,4,2011,3,7,31
31/07/2011,Nonmarketable,Domestic Series,29995.18,0,29995.18,7,2011,4,2011,3,7,31
31/07/2011,Nonmarketable,Foreign Series,3085.64859,0,3085.64859,8,2011,4,2011,3,7,31
31/07/2011,Nonmarketable,State and Local Government Series,155834.8777,0,155834.8777,9,2011,4,2011,3,7,31
31/07/2011,Nonmarketable,United States Savings Securities,185758.1724,0,185758.1724,10,2011,4,2011,3,7,31
31/07/2011,Nonmarketable,Government Account Series,22187.24642,4566017.745,4588204.991,11,2011,4,2011,3,7,31
31/07/2011,Nonmarketable,Hope Bonds,0,493.2543562,493.2543562,12,2011,4,2011,3,7,31
31/07/2011,Nonmarketable,Other,1366.834789,0,1366.834789,13,2011,4,2011,3,7,31
31/07/2011,Total Nonmarketable,_,398226.96,4566511.999,4964738.959,14,2011,4,2011,3,7,31
31/07/2011,Total Public Debt Outstanding,_,9755796.401,4586573.956,14342369.36,15,2011,4,2011,3,7,31
30/06/2011,Marketable,Bills,1529416.771,2078.1,1531494.871,1,2011,3,2011,2,6,30
30/06/2011,Marketable,Notes,6145990.803,5273.5,6151264.303,2,2011,3,2011,2,6,30
30/06/2011,Marketable,Bonds,974150.2478,3774,977924.2478,3,2011,3,2011,2,6,30
30/06/2011,Marketable,Treasury Inflation-Protected Securities,665303.154,220.3,665523.454,4,2011,3,2011,2,6,30
30/06/2011,Marketable,Federal Financing Bank,0,8441.48,8441.48,5,2011,3,2011,2,6,30
30/06/2011,Total Marketable,_,9314860.976,19787.38,9334648.356,6,2011,3,2011,2,6,30
30/06/2011,Nonmarketable,Domestic Series,29995.18,0,29995.18,7,2011,3,2011,2,6,30
30/06/2011,Nonmarketable,Foreign Series,3685.64859,0,3685.64859,8,2011,3,2011,2,6,30
30/06/2011,Nonmarketable,State and Local Government Series,166423.4811,0,166423.4811,9,2011,3,2011,2,6,30
30/06/2011,Nonmarketable,United States Savings Securities,186085.2647,0,186085.2647,10,2011,3,2011,2,6,30
30/06/2011,Nonmarketable,Government Account Series,39792.82162,4580584.093,4620376.914,11,2011,3,2011,2,6,30
30/06/2011,Nonmarketable,Hope Bonds,0,493.1658296,493.1658296,12,2011,3,2011,2,6,30
30/06/2011,Nonmarketable,Other,1380.111327,0,1380.111327,13,2011,3,2011,2,6,30
30/06/2011,Total Nonmarketable,_,427362.5073,4581077.258,5008438.766,14,2011,3,2011,2,6,30
30/06/2011,Total Public Debt Outstanding,_,9742223.483,4600863.638,14343088.12,15,2011,3,2011,2,6,30
31/05/2011,Marketable,Bills,1576536.141,1968.7,1578504.841,1,2011,3,2011,2,5,31
31/05/2011,Marketable,Notes,6049389.915,5349.8,6054739.715,2,2011,3,2011,2,5,31
31/05/2011,Marketable,Bonds,961175.6472,3753.2,964928.8472,3,2011,3,2011,2,5,31
31/05/2011,Marketable,Treasury Inflation-Protected Securities,653685.549,132.9,653818.449,4,2011,3,2011,2,5,31
31/05/2011,Marketable,Federal Financing Bank,0,10238.99,10238.99,5,2011,3,2011,2,5,31
31/05/2011,Total Marketable,_,9240787.253,21442.59,9262230.843,6,2011,3,2011,2,5,31
31/05/2011,Nonmarketable,Domestic Series,29995.18,0,29995.18,7,2011,3,2011,2,5,31
31/05/2011,Nonmarketable,Foreign Series,3685.64859,0,3685.64859,8,2011,3,2011,2,5,31
31/05/2011,Nonmarketable,State and Local Government Series,175650.6839,0,175650.6839,9,2011,3,2011,2,5,31
31/05/2011,Nonmarketable,United States Savings Securities,186428.0472,0,186428.0472,10,2011,3,2011,2,5,31
31/05/2011,Nonmarketable,Government Account Series,85544.92731,4599276.444,4684821.372,11,2011,3,2011,2,5,31
31/05/2011,Nonmarketable,Hope Bonds,0,493.1658296,493.1658296,12,2011,3,2011,2,5,31
31/05/2011,Nonmarketable,Other,1363.783819,0,1363.783819,13,2011,3,2011,2,5,31
31/05/2011,Total Nonmarketable,_,482669.2708,4599768.61,5082436.881,14,2011,3,2011,2,5,31
31/05/2011,Total Public Debt Outstanding,_,9723455.524,4621212.2,14344667.72,15,2011,3,2011,2,5,31
30/04/2011,Marketable,Bills,1635405.763,3086.8,1638492.563,1,2011,3,2011,2,4,30
30/04/2011,Marketable,Notes,5898888.548,4591.8,5903480.348,2,2011,3,2011,2,4,30
30/04/2011,Marketable,Bonds,945100.4643,3828.488,948928.9523,3,2011,3,2011,2,4,30
30/04/2011,Marketable,Treasury Inflation-Protected Securities,635320.9296,108.4,635429.3296,4,2011,3,2011,2,4,30
30/04/2011,Marketable,Federal Financing Bank,0,10238.99,10238.99,5,2011,3,2011,2,4,30
30/04/2011,Total Marketable,_,9114715.705,21855.478,9136570.183,6,2011,3,2011,2,4,30
30/04/2011,Nonmarketable,Domestic Series,29995.18,0,29995.18,7,2011,3,2011,2,4,30
30/04/2011,Nonmarketable,Foreign Series,3785.64859,0,3785.64859,8,2011,3,2011,2,4,30
30/04/2011,Nonmarketable,State and Local Government Series,180848.6635,0,180848.6635,9,2011,3,2011,2,4,30
30/04/2011,Nonmarketable,United States Savings Securities,186561.5446,0,186561.5446,10,2011,3,2011,2,4,30
30/04/2011,Nonmarketable,Government Account Series,137706.5477,4610332.196,4748038.744,11,2011,3,2011,2,4,30
30/04/2011,Nonmarketable,Hope Bonds,0,493.1658296,493.1658296,12,2011,3,2011,2,4,30
30/04/2011,Nonmarketable,Other,1335.991635,0,1335.991635,13,2011,3,2011,2,4,30
30/04/2011,Total Nonmarketable,_,540233.576,4610825.362,5151059.938,14,2011,3,2011,2,4,30
30/04/2011,Total Public Debt Outstanding,_,9654950.281,4632679.84,14287630.12,15,2011,3,2011,2,4,30
31/03/2011,Marketable,Bills,1694692.034,3808.8,1698500.834,1,2011,2,2011,1,3,31
31/03/2011,Marketable,Notes,5843938.242,3933,5847871.242,2,2011,2,2011,1,3,31
31/03/2011,Marketable,Bonds,931474.1711,3815,935289.1711,3,2011,2,2011,1,3,31
31/03/2011,Marketable,Treasury Inflation-Protected Securities,640714.4085,125.4,640839.8085,4,2011,2,2011,1,3,31
31/03/2011,Marketable,Federal Financing Bank,0,10238.99,10238.99,5,2011,2,2011,1,3,31
31/03/2011,Total Marketable,_,9110818.855,21921.19,9132740.045,6,2011,2,2011,1,3,31
31/03/2011,Nonmarketable,Domestic Series,29995.18,0,29995.18,7,2011,2,2011,1,3,31
31/03/2011,Nonmarketable,Foreign Series,3785.64859,0,3785.64859,8,2011,2,2011,1,3,31
31/03/2011,Nonmarketable,State and Local Government Series,181922.0702,0,181922.0702,9,2011,2,2011,1,3,31
31/03/2011,Nonmarketable,United States Savings Securities,186863.7841,0,186863.7841,10,2011,2,2011,1,3,31
31/03/2011,Nonmarketable,Government Account Series,136956.4239,4596057.463,4733013.887,11,2011,2,2011,1,3,31
31/03/2011,Nonmarketable,Hope Bonds,0,492.9872197,492.9872197,12,2011,2,2011,1,3,31
31/03/2011,Nonmarketable,Other,1301.288305,0,1301.288305,13,2011,2,2011,1,3,31
31/03/2011,Total Nonmarketable,_,540824.3952,4596550.451,5137373.846,14,2011,2,2011,1,3,31
31/03/2011,Total Public Debt Outstanding,_,9651643.25,4618470.641,14270114.89,15,2011,2,2011,1,3,31
28/02/2011,Marketable,Bills,1734503.76,4011.4,1738515.16,1,2011,2,2011,1,2,28
28/02/2011,Marketable,Notes,5747049.741,3776.9,5750826.641,2,2011,2,2011,1,2,28
28/02/2011,Marketable,Bonds,918418.0085,3872.5,922290.5085,3,2011,2,2011,1,2,28
28/02/2011,Marketable,Treasury Inflation-Protected Securities,626245.1311,98.3,626343.4311,4,2011,2,2011,1,2,28
28/02/2011,Marketable,Federal Financing Bank,0,10238.99,10238.99,5,2011,2,2011,1,2,28
28/02/2011,Total Marketable,_,9026216.641,21998.09,9048214.731,6,2011,2,2011,1,2,28
28/02/2011,Nonmarketable,Domestic Series,29995.18,0,29995.18,7,2011,2,2011,1,2,28
28/02/2011,Nonmarketable,Foreign Series,3785.64859,0,3785.64859,8,2011,2,2011,1,2,28
28/02/2011,Nonmarketable,State and Local Government Series,182359.6744,0,182359.6744,9,2011,2,2011,1,2,28
28/02/2011,Nonmarketable,United States Savings Securities,187303.2648,0,187303.2648,10,2011,2,2011,1,2,28
28/02/2011,Nonmarketable,Government Account Series,134592.5206,4606731.645,4741324.166,11,2011,2,2011,1,2,28
28/02/2011,Nonmarketable,Hope Bonds,0,492.9872197,492.9872197,12,2011,2,2011,1,2,28
28/02/2011,Nonmarketable,Other,1288.503528,0,1288.503528,13,2011,2,2011,1,2,28
28/02/2011,Total Nonmarketable,_,539324.7919,4607224.632,5146550.424,14,2011,2,2011,1,2,28
28/02/2011,Total Public Debt Outstanding,_,9565541.432,4629222.722,14194764.15,15,2011,2,2011,1,2,28
31/01/2011,Marketable,Bills,1756620.058,3924.1,1760544.158,1,2011,2,2011,1,1,31
31/01/2011,Marketable,Notes,5668644.171,3539.6,5672183.771,2,2011,2,2011,1,1,31
31/01/2011,Marketable,Bonds,901966.7037,3957.8,905924.5037,3,2011,2,2011,1,1,31
31/01/2011,Marketable,Treasury Inflation-Protected Securities,615625.1796,188.4,615813.5796,4,2011,2,2011,1,1,31
31/01/2011,Marketable,Federal Financing Bank,0,10238.99,10238.99,5,2011,2,2011,1,1,31
31/01/2011,Total Marketable,_,8942856.113,21848.89,8964705.003,6,2011,2,2011,1,1,31
31/01/2011,Nonmarketable,Domestic Series,29995.18,0,29995.18,7,2011,2,2011,1,1,31
31/01/2011,Nonmarketable,Foreign Series,3985.64859,0,3985.64859,8,2011,2,2011,1,1,31
31/01/2011,Nonmarketable,State and Local Government Series,187212.9902,0,187212.9902,9,2011,2,2011,1,1,31
31/01/2011,Nonmarketable,United States Savings Securities,187537.1573,0,187537.1573,10,2011,2,2011,1,1,31
31/01/2011,Nonmarketable,Government Account Series,132536.568,4623291.827,4755829.395,11,2011,2,2011,1,1,31
31/01/2011,Nonmarketable,Hope Bonds,0,492.9872197,492.9872197,12,2011,2,2011,1,1,31
31/01/2011,Nonmarketable,Other,1292.977574,0,1292.977574,13,2011,2,2011,1,1,31
31/01/2011,Total Nonmarketable,_,542561,4623784.814,5166346.335,14,2011,2,2011,1,1,31
31/01/2011,Total Public Debt Outstanding,_,9485417,4645633.704,14131051.34,15,2011,2,2011,1,1,31
31/12/2010,Marketable,Bills,1768931.161,3596.72,1772527.881,1,2011,1,2010,4,12,31
31/12/2010,Marketable,Notes,5568200.527,3548.023,5571748.55,2,2011,1,2010,4,12,31
31/12/2010,Marketable,Bonds,888428.5901,4211.0468,892639.6369,3,2011,1,2010,4,12,31
31/12/2010,Marketable,Treasury Inflation-Protected Securities,615850.8067,254.732381,616105.5391,4,2011,1,2010,4,12,31
31/12/2010,Marketable,Federal Financing Bank,0,10238.99,10238.99,5,2011,1,2010,4,12,31
31/12/2010,Total Marketable,_,8841411.085,21849.51218,8863260.597,6,2011,1,2010,4,12,31
31/12/2010,Nonmarketable,Domestic Series,29995.18,0,29995.18,7,2011,1,2010,4,12,31
31/12/2010,Nonmarketable,Foreign Series,3985.64859,0,3985.64859,8,2011,1,2010,4,12,31
31/12/2010,Nonmarketable,State and Local Government Series,192927.9361,0,192927.9361,9,2011,1,2010,4,12,31
31/12/2010,Nonmarketable,United States Savings Securities,188006.8763,0,188006.8763,10,2011,1,2010,4,12,31
31/12/2010,Nonmarketable,Government Account Series,132852.3468,4612396.815,4745249.161,11,2011,1,2010,4,12,31
31/12/2010,Nonmarketable,Hope Bonds,0,492.8038021,492.8038021,12,2011,1,2010,4,12,31
31/12/2010,Nonmarketable,Other,1297.017908,0,1297.017908,13,2011,1,2010,4,12,31
31/12/2010,Total Nonmarketable,_,549065.0058,4612889.618,5161954.624,14,2011,1,2010,4,12,31
31/12/2010,Total Public Debt Outstanding,_,9390476.091,4634739.131,14025215.22,15,2011,1,2010,4,12,31
30/11/2010,Marketable,Bills,1771238.42,4217.625,1775456.045,1,2011,1,2010,4,11,30
30/11/2010,Marketable,Notes,5464886.77,2901.192,5467787.962,2,2011,1,2010,4,11,30
30/11/2010,Marketable,Bonds,875646.1353,3804.6338,879450.7691,3,2011,1,2010,4,11,30
30/11/2010,Marketable,Treasury Inflation-Protected Securities,615120.7935,231.8159415,615352.6095,4,2011,1,2010,4,11,30
30/11/2010,Marketable,Federal Financing Bank,0,10238.99,10238.99,5,2011,1,2010,4,11,30
30/11/2010,Total Marketable,_,8726892.118,21394.25674,8748286.375,6,2011,1,2010,4,11,30
30/11/2010,Nonmarketable,Domestic Series,29995.18,0,29995.18,7,2011,1,2010,4,11,30
30/11/2010,Nonmarketable,Foreign Series,4185.64859,0,4185.64859,8,2011,1,2010,4,11,30
30/11/2010,Nonmarketable,State and Local Government Series,194180.8398,0,194180.8398,9,2011,1,2010,4,11,30
30/11/2010,Nonmarketable,United States Savings Securities,188400.5325,0,188400.5325,10,2011,1,2010,4,11,30
30/11/2010,Nonmarketable,Government Account Series,130034.3459,4563862.008,4693896.354,11,2011,1,2010,4,11,30
30/11/2010,Nonmarketable,Hope Bonds,0,492.8038021,492.8038021,12,2011,1,2010,4,11,30
30/11/2010,Nonmarketable,Other,1336.026388,0,1336.026388,13,2011,1,2010,4,11,30
30/11/2010,Total Nonmarketable,_,548132.5731,4564354.811,5112487.385,14,2011,1,2010,4,11,30
